contadorasf,idHabitacion,timestampx,statusx,Habitacion
19972,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
19973,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
19974,5,7/2/2022,Sala disponible.,Sala de imagenes 1
19975,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
19976,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
19977,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
19978,12,7/2/2022,Sala no disponible.,Estación de revisión 1
19979,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
19980,13,7/2/2022,Sala no disponible.,Estación de revisión 2
19981,14,7/2/2022,Sala no disponible.,Estación de revisión 3
19982,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
19983,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
19984,12,7/2/2022,Sala disponible.,Estación de revisión 1
19985,13,7/2/2022,Sala disponible.,Estación de revisión 2
19986,14,7/2/2022,Sala disponible.,Estación de revisión 3
19987,1,7/2/2022,Sala no disponible.,Sala de examenes 1
19988,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
19989,12,7/2/2022,Sala no disponible.,Estación de revisión 1
19990,1,7/2/2022,Sala disponible.,Sala de examenes 1
19991,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
19992,12,7/2/2022,Sala disponible.,Estación de revisión 1
19993,13,7/2/2022,Sala no disponible.,Estación de revisión 2
19994,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
19995,13,7/2/2022,Sala disponible.,Estación de revisión 2
19996,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
19997,12,7/2/2022,Sala no disponible.,Estación de revisión 1
19998,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
19999,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20000,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20001,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20002,2,7/2/2022,Sala disponible.,Sala de examenes 2
20003,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20004,12,7/2/2022,Sala disponible.,Estación de revisión 1
20005,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20006,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20007,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20008,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20009,3,7/2/2022,Sala disponible.,Sala de examenes 3
20010,4,7/2/2022,Sala no disponible.,Sala de examenes 4
20011,4,7/2/2022,Inicia limpieza.,Sala de examenes 4
20012,1,7/2/2022,Sala disponible.,Sala de examenes 1
20013,4,7/2/2022,Sala disponible.,Sala de examenes 4
20014,7,7/2/2022,Sala no disponible.,Sala de procedimientos 2
20015,7,7/2/2022,Inicia limpieza.,Sala de procedimientos 2
20016,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20017,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20018,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20019,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20020,7,7/2/2022,Sala disponible.,Sala de procedimientos 2
20021,12,7/2/2022,Sala disponible.,Estación de revisión 1
20022,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20023,8,7/2/2022,Sala no disponible.,Sala de procedimientos 3
20024,8,7/2/2022,Inicia limpieza.,Sala de procedimientos 3
20025,8,7/2/2022,Sala disponible.,Sala de procedimientos 3
20026,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20027,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20028,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20029,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20030,2,7/2/2022,Sala disponible.,Sala de examenes 2
20031,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20032,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20033,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20034,3,7/2/2022,Sala disponible.,Sala de examenes 3
20035,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20036,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20037,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20038,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20039,12,7/2/2022,Sala disponible.,Estación de revisión 1
20040,1,7/2/2022,Sala disponible.,Sala de examenes 1
20041,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20042,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20043,4,7/2/2022,Sala no disponible.,Sala de examenes 4
20044,4,7/2/2022,Inicia limpieza.,Sala de examenes 4
20045,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20046,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20047,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20048,4,7/2/2022,Sala disponible.,Sala de examenes 4
20049,12,7/2/2022,Sala disponible.,Estación de revisión 1
20050,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20051,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20052,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20053,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20054,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20055,2,7/2/2022,Sala disponible.,Sala de examenes 2
20056,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20057,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20058,1,7/2/2022,Sala disponible.,Sala de examenes 1
20059,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20060,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20061,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20062,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20063,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20064,12,7/2/2022,Sala disponible.,Estación de revisión 1
20065,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20066,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20067,2,7/2/2022,Sala disponible.,Sala de examenes 2
20068,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20069,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20070,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20071,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20072,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20073,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20074,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20075,13,7/2/2022,Sala disponible.,Estación de revisión 2
20076,12,7/2/2022,Sala disponible.,Estación de revisión 1
20077,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20078,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20079,1,7/2/2022,Sala disponible.,Sala de examenes 1
20080,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20081,7,7/2/2022,Sala no disponible.,Sala de procedimientos 2
20082,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20083,7,7/2/2022,Inicia limpieza.,Sala de procedimientos 2
20084,12,7/2/2022,Sala disponible.,Estación de revisión 1
20085,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20086,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20087,13,7/2/2022,Sala disponible.,Estación de revisión 2
20088,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20089,7,7/2/2022,Sala disponible.,Sala de procedimientos 2
20090,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20091,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20092,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20093,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20094,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20095,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20096,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20097,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20098,12,7/2/2022,Sala disponible.,Estación de revisión 1
20099,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20100,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20101,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20102,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20103,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20104,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20105,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20106,1,7/2/2022,Sala disponible.,Sala de examenes 1
20107,13,7/2/2022,Sala disponible.,Estación de revisión 2
20108,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20109,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20110,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20111,4,7/2/2022,Sala no disponible.,Sala de examenes 4
20112,4,7/2/2022,Inicia limpieza.,Sala de examenes 4
20113,2,7/2/2022,Sala disponible.,Sala de examenes 2
20114,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20115,4,7/2/2022,Sala disponible.,Sala de examenes 4
20116,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20117,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20118,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20119,3,7/2/2022,Sala disponible.,Sala de examenes 3
20120,7,7/2/2022,Sala no disponible.,Sala de procedimientos 2
20121,7,7/2/2022,Inicia limpieza.,Sala de procedimientos 2
20122,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20123,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20124,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20125,7,7/2/2022,Sala disponible.,Sala de procedimientos 2
20126,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20127,12,7/2/2022,Sala disponible.,Estación de revisión 1
20128,13,7/2/2022,Sala disponible.,Estación de revisión 2
20129,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20130,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20131,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20132,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20133,15,7/2/2022,Sala no disponible.,Estación de revisión 4
20134,1,7/2/2022,Sala disponible.,Sala de examenes 1
20135,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20136,12,7/2/2022,Sala disponible.,Estación de revisión 1
20137,15,7/2/2022,Inicia limpieza.,Estación de revisión 4
20138,15,7/2/2022,Sala disponible.,Estación de revisión 4
20139,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20140,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20141,8,7/2/2022,Sala no disponible.,Sala de procedimientos 3
20142,8,7/2/2022,Inicia limpieza.,Sala de procedimientos 3
20143,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20144,8,7/2/2022,Sala disponible.,Sala de procedimientos 3
20145,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20146,14,7/2/2022,Sala disponible.,Estación de revisión 3
20147,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20148,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20149,13,7/2/2022,Sala disponible.,Estación de revisión 2
20150,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20151,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20152,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20153,3,7/2/2022,Sala disponible.,Sala de examenes 3
20154,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20155,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20156,2,7/2/2022,Sala disponible.,Sala de examenes 2
20157,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20158,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20159,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20160,15,7/2/2022,Sala no disponible.,Estación de revisión 4
20161,15,7/2/2022,Inicia limpieza.,Estación de revisión 4
20162,15,7/2/2022,Sala disponible.,Estación de revisión 4
20163,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20164,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20165,12,7/2/2022,Sala disponible.,Estación de revisión 1
20166,14,7/2/2022,Sala disponible.,Estación de revisión 3
20167,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20168,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20169,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20170,15,7/2/2022,Sala no disponible.,Estación de revisión 4
20171,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20172,15,7/2/2022,Inicia limpieza.,Estación de revisión 4
20173,15,7/2/2022,Sala disponible.,Estación de revisión 4
20174,12,7/2/2022,Sala disponible.,Estación de revisión 1
20175,13,7/2/2022,Sala disponible.,Estación de revisión 2
20176,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20177,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20178,8,7/2/2022,Sala no disponible.,Sala de procedimientos 3
20179,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20180,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20181,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20182,8,7/2/2022,Inicia limpieza.,Sala de procedimientos 3
20183,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20184,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20185,8,7/2/2022,Sala disponible.,Sala de procedimientos 3
20186,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20187,12,7/2/2022,Sala disponible.,Estación de revisión 1
20188,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20189,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20190,3,7/2/2022,Sala disponible.,Sala de examenes 3
20191,15,7/2/2022,Sala no disponible.,Estación de revisión 4
20192,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20193,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20194,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20195,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20196,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20197,4,7/2/2022,Sala no disponible.,Sala de examenes 4
20198,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20199,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20200,14,7/2/2022,Sala disponible.,Estación de revisión 3
20201,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20202,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20203,1,7/2/2022,Sala disponible.,Sala de examenes 1
20204,4,7/2/2022,Inicia limpieza.,Sala de examenes 4
20205,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20206,4,7/2/2022,Sala disponible.,Sala de examenes 4
20207,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20208,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20209,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20220,2,7/2/2022,Sala disponible.,Sala de examenes 2
20221,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20222,13,7/2/2022,Sala disponible.,Estación de revisión 2
20223,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20224,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20225,12,7/2/2022,Sala disponible.,Estación de revisión 1
20226,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20227,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20228,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20229,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20220,13,7/2/2022,Sala disponible.,Estación de revisión 2
20221,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20222,3,7/2/2022,Sala disponible.,Sala de examenes 3
20223,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20224,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20225,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20226,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20227,12,7/2/2022,Sala disponible.,Estación de revisión 1
20228,7,7/2/2022,Sala no disponible.,Sala de procedimientos 2
20229,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20230,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20231,8,7/2/2022,Sala no disponible.,Sala de procedimientos 3
20232,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20233,8,7/2/2022,Inicia limpieza.,Sala de procedimientos 3
20234,13,7/2/2022,Sala disponible.,Estación de revisión 2
20235,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20236,1,7/2/2022,Sala disponible.,Sala de examenes 1
20237,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20238,15,7/2/2022,Inicia limpieza.,Estación de revisión 4
20239,15,7/2/2022,Sala disponible.,Estación de revisión 4
20240,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20241,8,7/2/2022,Sala disponible.,Sala de procedimientos 3
20242,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20243,2,7/2/2022,Sala disponible.,Sala de examenes 2
20244,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20245,7,7/2/2022,Inicia limpieza.,Sala de procedimientos 2
20246,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20247,7,7/2/2022,Sala disponible.,Sala de procedimientos 2
20248,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20249,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20250,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20251,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20252,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20253,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20254,3,7/2/2022,Sala disponible.,Sala de examenes 3
20255,14,7/2/2022,Sala disponible.,Estación de revisión 3
20256,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20257,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20258,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20259,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20260,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20261,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20262,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20263,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20264,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20265,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20266,13,7/2/2022,Sala disponible.,Estación de revisión 2
20267,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20268,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20269,14,7/2/2022,Sala disponible.,Estación de revisión 3
20270,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20271,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20272,12,7/2/2022,Sala disponible.,Estación de revisión 1
20273,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20274,1,7/2/2022,Sala disponible.,Sala de examenes 1
20275,15,7/2/2022,Sala no disponible.,Estación de revisión 4
20276,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20277,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20278,14,7/2/2022,Sala disponible.,Estación de revisión 3
20279,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20280,3,7/2/2022,Sala no disponible.,Sala de examenes 3
20281,7,7/2/2022,Sala no disponible.,Sala de procedimientos 2
20282,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20283,15,7/2/2022,Inicia limpieza.,Estación de revisión 4
20284,15,7/2/2022,Sala disponible.,Estación de revisión 4
20285,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20286,3,7/2/2022,Inicia limpieza.,Sala de examenes 3
20287,13,7/2/2022,Sala disponible.,Estación de revisión 2
20288,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20289,3,7/2/2022,Sala disponible.,Sala de examenes 3
20290,7,7/2/2022,Inicia limpieza.,Sala de procedimientos 2
20291,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20292,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20293,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20294,2,7/2/2022,Sala disponible.,Sala de examenes 2
20295,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20296,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20297,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20298,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20299,1,7/2/2022,Sala disponible.,Sala de examenes 1
20300,14,7/2/2022,Sala disponible.,Estación de revisión 3
20301,7,7/2/2022,Sala disponible.,Sala de procedimientos 2
20302,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20303,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20304,12,7/2/2022,Sala disponible.,Estación de revisión 1
20305,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20306,15,7/2/2022,Sala no disponible.,Estación de revisión 4
20307,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20308,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20309,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20310,13,7/2/2022,Sala disponible.,Estación de revisión 2
20311,15,7/2/2022,Inicia limpieza.,Estación de revisión 4
20312,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20313,15,7/2/2022,Sala disponible.,Estación de revisión 4
20314,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20315,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20316,2,7/2/2022,Sala disponible.,Sala de examenes 2
20317,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20318,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20319,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20320,12,7/2/2022,Sala disponible.,Estación de revisión 1
20321,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20322,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20323,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20324,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20325,7,7/2/2022,Sala no disponible.,Sala de procedimientos 2
20326,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20327,13,7/2/2022,Sala disponible.,Estación de revisión 2
20328,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20329,7,7/2/2022,Inicia limpieza.,Sala de procedimientos 2
20330,8,7/2/2022,Sala no disponible.,Sala de procedimientos 3
20331,8,7/2/2022,Inicia limpieza.,Sala de procedimientos 3
20332,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20333,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20334,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20335,7,7/2/2022,Sala disponible.,Sala de procedimientos 2
20336,8,7/2/2022,Sala disponible.,Sala de procedimientos 3
20337,2,7/2/2022,Sala disponible.,Sala de examenes 2
20338,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20339,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20340,1,7/2/2022,Sala disponible.,Sala de examenes 1
20341,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20342,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20343,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20344,12,7/2/2022,Sala disponible.,Estación de revisión 1
20345,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20346,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20347,13,7/2/2022,Sala disponible.,Estación de revisión 2
20348,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20349,15,7/2/2022,Sala no disponible.,Estación de revisión 4
20350,14,7/2/2022,Sala disponible.,Estación de revisión 3
20351,15,7/2/2022,Inicia limpieza.,Estación de revisión 4
20352,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20353,15,7/2/2022,Sala disponible.,Estación de revisión 4
20354,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20355,12,7/2/2022,Sala disponible.,Estación de revisión 1
20356,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20357,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20358,13,7/2/2022,Sala disponible.,Estación de revisión 2
20359,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20360,14,7/2/2022,Sala no disponible.,Estación de revisión 3
20361,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20362,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20363,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20364,1,7/2/2022,Sala disponible.,Sala de examenes 1
20365,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20366,14,7/2/2022,Inicia limpieza.,Estación de revisión 3
20367,14,7/2/2022,Sala disponible.,Estación de revisión 3
20368,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20369,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20370,2,7/2/2022,Sala no disponible.,Sala de examenes 2
20371,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20372,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20373,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20374,12,7/2/2022,Sala disponible.,Estación de revisión 1
20375,2,7/2/2022,Inicia limpieza.,Sala de examenes 2
20376,2,7/2/2022,Sala disponible.,Sala de examenes 2
20377,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20378,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20379,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20380,1,7/2/2022,Sala no disponible.,Sala de examenes 1
20381,1,7/2/2022,Inicia limpieza.,Sala de examenes 1
20382,12,7/2/2022,Sala no disponible.,Estación de revisión 1
20383,1,7/2/2022,Sala disponible.,Sala de examenes 1
20384,12,7/2/2022,Inicia limpieza.,Estación de revisión 1
20385,12,7/2/2022,Sala disponible.,Estación de revisión 1
20386,13,7/2/2022,Sala no disponible.,Estación de revisión 2
20387,13,7/2/2022,Inicia limpieza.,Estación de revisión 2
20388,13,7/2/2022,Sala disponible.,Estación de revisión 2
20389,8,7/2/2022,Sala no disponible.,Sala de procedimientos 3
20390,8,7/2/2022,Inicia limpieza.,Sala de procedimientos 3
20391,5,7/2/2022,Sala no disponible.,Sala de imagenes 1
20392,9,7/2/2022,Sala no disponible.,Sala de procedimientos 4
20393,9,7/2/2022,Inicia limpieza.,Sala de procedimientos 4
20394,8,7/2/2022,Sala disponible.,Sala de procedimientos 3
20395,5,7/2/2022,Inicia limpieza.,Sala de imagenes 1
20396,5,7/2/2022,Sala disponible.,Sala de imagenes 1
20397,9,7/2/2022,Sala disponible.,Sala de procedimientos 4
20398,6,7/2/2022,Sala no disponible.,Sala de procedimientos 1
20399,6,7/2/2022,Inicia limpieza.,Sala de procedimientos 1
20400,7,7/2/2022,Sala no disponible.,Sala de procedimientos 2
20401,7,7/2/2022,Inicia limpieza.,Sala de procedimientos 2
20402,6,7/2/2022,Sala disponible.,Sala de procedimientos 1
20403,7,7/2/2022,Sala disponible.,Sala de procedimientos 2
20404,8,7/2/2022,Sala no disponible.,Sala de procedimientos 3
20405,8,7/2/2022,Inicia limpieza.,Sala de procedimientos 3
20406,8,7/2/2022,Sala disponible.,Sala de procedimientos 3
20407,12,7/3/2022,Sala no disponible.,Estación de revisión 1
20408,12,7/3/2022,Inicia limpieza.,Estación de revisión 1
20409,13,7/3/2022,Sala no disponible.,Estación de revisión 2
20410,12,7/3/2022,Sala disponible.,Estación de revisión 1
20411,13,7/3/2022,Inicia limpieza.,Estación de revisión 2
20412,13,7/3/2022,Sala disponible.,Estación de revisión 2
20413,12,7/3/2022,Sala no disponible.,Estación de revisión 1
